label	text
0	I sought out this film for one reason--Al Adamson. He is among the worst directors of all time--right up there with Ed Wood, Jr. and Ray Dennis Steckler and the pantheon of awfulness. However, I was a tad disappointed because although the film was indeed bad, it never approached the levels of awfulness of some of his earlier schlocky movies. Because of that, this film wasn't particularly fun to watch for us bad movie fans.<br /><br />Now I was wary about watching this film, as the title "Naughty Stewardesses" makes the film sound like a pornographic film--something I wouldn't be reviewing on IMDb. However, this film appeared to be this at times--particularly the first 10 minutes. But, you could tell that the script underwent many changes, as for much of the film there isn't any titillation at all and towards the end of the movie there is a plot that comes out of no where that is violent and certainly NOT sexy! The result of all this is total confusion.<br /><br />Sadly, none of the many parts are even good. For example, as a porn video, it shows surprisingly little AND it's incomprehensible why they would put a 71 year-old guy in some of the love scenes. Sure, for a 71 year-old Mr. Livingston looked pretty good--but he was still an old man and no one would want to see him getting it on with young nymphet! Then, when the final 20 minutes becomes very violent, as Livingston became a Rambo-like guy! Talk about weird and inappropriate.<br /><br />Overall, there is little to recommend this sad movie. It's not bad enough or sexy enough to care about and the film manages to be rather boring even with such a crazy title like "Naughty Stewardesses".
1	this independent film was one of the best films at the tall grass film festival that i have ever seen there i loved it there are so many things that was great about the film on top of all that the cast and crew that i had the opportunity to meet were absolutely phenomenal.I thought that Avi did a great job in his role. and Ricky Ullman was absolutely true to his role for a Disney actor i was amazed at his talent to be able to go from cheesy teen comedy to such an adult role with no problems the talent in the film was just amazing the cinematography was just great if you want to see an independent film this is one really that you should see.I think that Mr Gruver would have been so proud to have such a submission in his festival and his parents loved the movie so much when it won the audience favorite they went and saw it again. this truly was a great film it was dark and funny and sad and truly emotional it was just fabulous. I am honestly just so enthused by this film and i really don't want to spoil it for any one just see it and truly be amazed at it i think that these film makers really have what it takes to go places and I hope to see more work from them in the future.
1	Enormous fun for both adults and children, this film works on numerous levels: there is everything from car crashes and cake in the face to some very good (yet subtle) jokes for adults.<br /><br />Glenn Close is at her sublimely evil best as Cruella (`call me Ella') De Ville.<br /><br />After three years in Dr. Pavlov's Behaviour Modification Clinic she is cured of her desire for fur  even the puppy-skin fur she had so intensely desired. She even has all of her fur coats placed in the dungeon of the extraordinary castle she inhabits.<br /><br />But it wouldn't be a Dalmatian' movie without the subterfuge and machinations of Cruella and you know that something will change her behaviour modification. And now she needs one extra puppy (hence 102 Dalmatians) to complete her nefarious scheme this time round.<br /><br />Ioan Gruffudd is instantly appealing as the hero of the film that runs the `Second Chance' dog shelter. Though he was in `Titanic' and in last year's television version (as Pip) of `Great Expectations' I didn't recognize him; well, he was Fifth Officer Lowe' in `Titanic' and I didn't see `Great Expectations' so I am not terribly surprised.<br /><br />Gerard Depardieu does a delightful turn as the furrier-pawn of Cruella. He prances and postures in the most outlandish and outrageous of fur clothing you have ever seen  and does it well. His 'Wicked Witch of the West' homage is hilarious.<br /><br />Tim McInnerny is superb is Cruella's not-so-evil henchman  he was also Alonzo,' Cruella's butler, in `101 Dalmatians' and you may also recognize him from all of the `Black Adder' Brit-Coms. He plays his usual bumbling, good-hearted, somewhat dim-witted character to great effect.<br /><br />Oscars for costuming are generally given for the entirety of the costuming in a film. This is unfortunate as the clothing worn by Glenn Close is amazing  it is incredibly detailed (note her handcuffs when she is being released from the Behaviour Modification Clinic) and worthy of such an over-the-top character. Her clothing alone deserves at least an Oscar nomination.<br /><br />Animation holds a special place in my heart  but comparing this film to the original animated film is like comparing apples to orangutans: it can't be done. Suffice it to say that `102 Dalmatians' is even better than the film version of `101 Dalmatians' that came out in 1996. There is a lot to like here: from the sight gags, the dialogue, and the costumes to the casting - it is a good film for the whole family.
1	In a time when Hollywood is making money by showing our weaknesses, despair, crime, drugs, and war, along comes this film which reminds us the concept of the "Indomitable Spirit". If you are feeling beaten down, this movie will free your mind and set you soaring. We all know how tough life can be, sometime we need to be reminded that persistence and courage will get us through. That's what this film did for me and I hope it will for you.
1	I still have grainy, late night, no-cable, cheap VHS dubs of this show from waaaaaayyyy back when, late-night-commercials and all, when I would stay up to whatever weird hour they would slap this show on -- just so I could tape it.<br /><br />The series wasn't really ABOUT Freddy Kreuger - only the first couple of episodes actually involved him as anything but a Rod Serling-esquire announcer. Instead, each episode was a distinct nightmare, using the traditional horror themes of horrific childhood, dating, cannibalism, dating, money, death, dating, and... hmm... dating.<br /><br />From the episode where a teenage boy accidentally says "I will love you forever" to the wrong girl, and is stuck with her (literally, at least for a moment, they grow together...), to the one where a young stewardess goes home with a strange man, only to find herself in his cabin, where he has a trophy room full of other stewardesses, and one I only vaguely remember which compared blind dates to hockey (and the injuries and penalties that go with it) - dating was definitely the scariest thing in the series.<br /><br />One episode had Jeffrey Combs (Re-Animator, etc.) as a motivated pizza merchant with a tasty new secret ingredient. Not original, but still creepy and fun....<br /><br />Even so, some of the episodes were great. My personal favorite was "It's a Miserable Life" where a young man is trapped working in his parents' burger joint, when he wants to go off to college. Stuck talking to himself and doing little puppet shows with old cheeseburgers - until one late night when a weird guy comes through the drive through and suddenly his life is not the same. No, not Freddy, just a thug with a gun - turns out the whole mind-blowing episode is just that - the last thoughts that pass through the kid's head... along with a bullet.<br /><br />The second half of the same episode (many of the Freddie's Nightmares episodes were essentially two vaguely connected short stories) followed his girlfriend, who was also wounded, but not killed in the drive-by, and who is taken to "the hospital from heck" - they cram in all the most creepy hospital nightmare clichés, and then some - from accidentally having your mouth sewn shut - or waking up during an operation - to having your dead boyfriend try and lure you into the morgue for a little cuddle.<br /><br />Again, that was my favorite.<br /><br />Some of the episodes were much dumber, like ALMOST ALL OF THE ONES THEY'VE MADE AVAILABLE ON VIDEO. They put the crummy ones out as representative of the series, and then nobody likes them, thinks the show stunk, and then they don't put any more on video. It's a Miserable Life is only available on PAL DVD in England - but I'm still gonna buy it.
1	Deliriously romantic comedy with intertwining subplots that mesh beautifully and actors who bounce lines off each other with precise comic timing, a feat that is beautiful to behold. When Cher's spineless fiancé asks her to help him make peace with his estranged, moody younger brother, no one could dream the consequences which follow. Operatic symbolism, Catholic church confessions, love bites and falling snow..."Moonstruck" is timeless and smooth. It takes about 15 minutes for the picture's rhythm to kick in (there's an early sequence with the grandfather and his dogs at the cemetery that's a little rough, and a following scene with Cosmo and the elderly man at the gate that seems obtuse), but the patchwork of the plot is interwoven with nimble skill, and the movie's wobbly tone and kooky spirit are both infectious. ***1/2 from ****
1	John Boorman's "Deliverance" concerns four suburban Atlanta dwellers who take a ride down the swift waters of the Cahulawassee The river is about to disappear for a dam construction and the flooding of the last untamed stretches of land <br /><br />The four friends emphasize different characters: a virile sports enthusiast who has never been insured in his life since there is no specific risk in it (Burt Reynolds); a passionate family man and a guitar player (Ronny Cox); an overweight bachelor insurance salesman (Ned Beatty); and a quiet, thoughtful married man with a son who loves to smoke his pipe (Jon Voight).<br /><br />What follows is the men's nightmarish explorations against the hostile violence of natureIt is also an ideal code of moral principle about civilized men falling prey to the dark laws of the wilderness <br /><br />Superbly shot, this thrilling adult adventure certainly contains some genuinely gripping scenes
1	Just a note to add to the above comment. Fear of a Black Hat doesn't have the criminal who's image has been ripped off by the band, that's in CB4. Easily confused as the two films are so similar, but Black Hat is vastly the superior of the two..... yeah.
0	how can you take her hard-living, glamorously violent bounty hunter story serious with *that* accent? It's absurd. Apart from that, the visual style of the directer is nauseating and gimmicky, the plot is a shallow, boring, confused gangster-movie rehash and the acting is unconvincing. The film introduces new characters all the way throughout the film and is told in fragmented flashback - mostly out of sequence - seemingly just to keep you nice and confused. The film ever shows you THINGS THAT DON'T REALLY HAPPEN and then later says "that didn't really happen, this happened" - see the (apparent) killing of the (fake) 'first ladies'. What have we seen the first, wrong, sequence of events for then?<br /><br />Terrible choice in casting, a convoluted, messy plot and a headache-inducing directorial style. 1/5.
1	First saw this half a lifetime ago on a black-and-white TV in a small Samoan village and thought it was hilarious. Now, having seen it for the second time, so much later, I don't find it hilarious. I don't find ANYTHING hilarious anymore. But this is a witty and light-hearted comedy that moves along quickly without stumbling and I thoroughly enjoyed it.<br /><br />It's 1945 and Fred MacMurray is a 4F who's dying to get into one of the armed forces. He rubs a lamp in the scrapyard he's managing and a genie appears to grant him a few wishes. (Ho hum, right? But though the introduction is no more than okay, the fantasies are pretty lively.) MacMurray tells the genie that he wants to be in the army. Poof, and he is marching along with Washington's soldiers into a particularly warm and inviting USO where June Haver and Joan Leslie are wearing lots of lace doilies or whatever they are, and lavender wigs. Washington sends MacMurray to spy on the enemy -- red-coating, German-speaking Hessians, not Brits. The Hessians are jammed into a Bierstube and singing a very amusing drinking song extolling the virtues of the Vaterland, "where the white wine is winier/ and the Rhine water's Rhinier/ and the bratwurst is mellower/ and the yellow hair is yellower/ and the Frauleins are jucier/ and the goose steps are goosier." Something like that. The characterizations are fabulous, as good as Sig Rumann's best. Otto Preminger is the suspicious and sinister Hessian general. "You know, Heidelberg, vee are 241 to 1 against you -- but vee are not afraid." <br /><br />I can't go on too long with these fantasies but they're all quite funny, and so are the lyrics. When he wishes he were in the Navy, MacMurray winds up with Columbus and the fantasy is presented as grand opera. "Don't you know that sailing west meant/ a terrifically expensive investment?/ And who do you suppose provides the means/ but Isabella, Queen of Queens." When they sight the New World, someone remarks that it looks great. "I don't care what it looks like," mutters Columbus, "but that place is going to be called Columbusland."<br /><br />Anyway, everything is finally straightened out, though the genie by this time is quite drunk, and MacMurray winds up in the Marine Corps with the right girl.<br /><br />I've made it sound too cute, maybe, but it IS cute. The kids will enjoy the puffs of smoke and the magic and the corny love story. The adults will get a kick out of the more challenging elements of the story (who are the Hessians?) unless they happen to be college graduates, in which case they might want to stick with the legerdemain and say, "Wow! Awesome!"
1	This movie is great. If you enjoy watching B-class movies, that is. This is a classic college 80's slasher movie, in which one song is played throughout the entire soundtrack. A horrible film, but worth renting to make fun of, or just to watch old men pop out of closets with knives. Kinda funny, if you ask me.
1	This movie is inspiring to anyone who is or has been in a tough jam, whether financially or emotionally. You will definitely laugh, which is the best medicine! :) Left in a bad financial situation when her husband dies, Grace has to find a new way to make some money and it's not exactly legal which adds to the humour. Even my boyfriend liked it so don't think that it's a chick-flic.
0	Two houses, one street, one phone booth, one car, a girl next door, a boy next door and a zombie. This list of ingredients should suffice for a great horror movie. All you need is some blue light, ambient music and...done. Not in the hands of Dutch director van Rouveroy though! <br /><br />I like to organize "bad movie evenings" from time to time. The concept is really simple: get some booze, get some film-loving friends, and immerse yourself in the worst cinema can offer. For such an evening this peace of filth is one of the best. Laughs guaranteed!<br /><br />The bizarre thing is, van Rouveroy is still defending her film as if it were a great achievement. To be a witness to this you'll have to listen to the DVD's commentary track. Again: disbelieve and laughs guaranteed!
1	I usually steer clear of TV movies because of the many ways you know that it's TV movies five seconds into the picture. This one got my attention because of the unusual title and its gloomy, well-crafted mood that is established from the very start. While the ever present rain confirmed my suspicions of a misplaced story (even if claiming to be set in California the movie was largely shot around a stormy Vancouver, B.C.), the dark and oppressive outdoors beautifully complement Olmos' excellent acting.
1	Caution: May contain spoilers...<br /><br />I've seen this movie 3 times & I've liked it every time. Upon seeing it again, I'm always reminded of how good it is. An HBO TV movie- very well done like most of their movies are- this would've gotten Oscars for it's performances had it been released for general distribution instead of made for TV.<br /><br />As I'm sure anyone knows from reading other reviews here, this is the story of serial murderer, Andrei Chikatilo. He murdered 56 people over 8 years in the former Soviet Union. (3 victims were buried & couldn't be found so he was only convicted of 52 out of 53 of his murders.) The story actually focuses more on the forensic analyst, Victor Burakov played to perfection by Stephen Rea. A man that becomes tortured and obsessed with finding this killer despite the additional obstacles placed by party hacks, his part is essential to be sure. There is a very touching scene towards the end of the movie that mentions how in America, investigators are routinely taken off serial killer cases after 18 months whether they want to or not due to the mental strain & frustration. According to this acct, Burakov worked for over 5 years before getting his first break from it. He followed the case to its conclusion, 3 years later. In this scene, his superior, General Fetisov, played by Donald Sutherland, actually tells him he admires his dedication and apologizes for not knowing he should've given him a break sooner.<br /><br />Rea's performance is so well done, he doesn't overact, chew up the scenery or do anything that distracts from his portrayal of a man who is hell bent on finding his killer. He is a man with passion, but doesn't show it in the same manner as is so usually portrayed in detective movies. He only occasionally gives outbursts after quietly putting up with more than most could stand under such circumstances. Rea does so much with his face, his eyes, he doesn't need to overact. He just *is* - His character, so frustrated after so long, at one point, driven to frustration, he actually says he'd rather find 3 at one time than none in a year. Of course what he means is not that he wants more people to die, he just wants some clues to catch this man. Rea makes us feel for this man. He makes us understand but a glimpse of what it is to live with such horror and futility.<br /><br />A mutant to be sure, Chikatilo's childhood was one which produces such "monsters." The character of Chikatilo is very well done by Jeffrey DeMunn. He somehow (impossible though it may seem) elicits some modicum of sympathy for himself. Perhaps he is the worst of us gone terribly wrong? Either way, his performance is very well done.<br /><br />Donald Sutherland as Colonel Fetisov (later promoted to General) also does a great job. He starts out seeming to be a cynical worldly official that doesn't seem much more interested in helping the investigation than anyone else blocking Burakov. But he eventually becomes more than just an assistant, he actually actively participates in helping Burakov. There is also a very nice turn by Max Von Sydow as the psychiatrist brought in to help profile and figure out what kind of deviant they are looking for.<br /><br />Although this movie deals with a morbid, grotesque and violent story, it really is more about what it takes to catch a killer than the killer himself. All around a very well done movie with fine performances and a great screenplay. The screenplay manages to do what the best of this type of movie does: give factual events & place them meaningfully inside a dramatic framework that makes you feel like you know the people *behind* the facts.<br /><br />9 out of 10 stars
0	With one of my very favorite actors, James Spader, I expected this film to be at least tolerable. It wasn't. After the first half hour I watched the rest of it with the remote control in my hand so the fast forward was at the ready. So trite, so standard, one knows what's going to happen in each scene. One can even predict the dialogue word for word. This is one of those movies that makes one scratch ones head and say, "How did this movie ever get made?" In an effort to say something positive, I'll add that there are some mildly entertaining special effects. But, on the whole, if you've seen 5 Sci/fi movies, or you are over 9 years old, do yourself a favor and skip this one.
0	Alan Alda plays real-life "Sports Illustrated" writer George Plimpton, who was once invited to join the Detroit Lions football team as an honorary member. Rather wan, uncompelling drama curiously tempered with fantasy. Director Alex March takes an interesting tack on this material, shooting it in a quasi-documentary fashion (with macho commentary) and yet giving the tale a touch of Capraesque whimsy; still, by bringing out the cinematic flashiness in this set-up, he turns the main narrative into a jumble. Alda's smug, uncharismatic performance is another handicap, though the supporting cast is filled with real-life pro-athletes (and scintillating Lauren Hutton as Alda's girlfriend--how's that for a fantasy?). *1/2 from ****
1	Short synopsis <br /><br />This film opens with soldiers being released from the company of men. One of them pursues another with a weird scheme the other repeatedly refuses. Later they both get trapped in an office building in which they want to crack a safe during the Christmas holidays. Hostility turns into playful banter and then into a desperate fight for survival (during the bantering they lose all drinkable liquids, so it is really serious). With exposed, well built and well oiled torsos they ram a hole into a wall and finally manage to escape  only to find out that they have been betrayed and set up by women. One gets caught, the other remains free and is not given away by his companion. A last encounter, a last light for a cigarette, adieu l'ami, farewell, friend.<br /><br />I found it hard not to see closet homosexuals in the two main characters, played by classical he-man superstars Alain Delon and Charles Bronson. They are obviously attracted to each other, their treatment of women is abominable and marked by contempt throughout. The whole story seems to have a strong symbolic undertow, a little like Deliverance. It is also very stylish. The safe the two men want to crack is in a  for the time  ultra modern glass and aluminum tower. It is the seat of a publicity firm, so there are many fancy posters and wall coverings around. The wardrobe is also very good. The ultra stylish Citroen DS (maybe the most modern and elegant car of all times) features large in this movie  perhaps a subtle kind of product placement.<br /><br />I can recommend this movie for the actor's performances alone. Delon and Bronson are really sharing the top billing, in a manner that struck me as very fair and sporting. Both do a considerable amount of acrobatics. I have never seen Bronson better than here, he really acts - and speaks French throughout, with a heavy accent buy very passably indeed. And it is certainly the man himself we hear. (So the French language version is highly recommended). The police inspector who pursues the two is played by on of my favorite Franch character actors, Bernard Fresson who was Gene Hackman's partner in French Connection II. He is the best brainy police inspector I know. Also very good is former child actress Brigitte Fossey as the young ingénue who, as it turns out, is not so Innocent as it first seems.<br /><br />Anyone who expects the old in-an-out" of classical heist movies might be disappointed with this film. For those with a little patience this will be a rewarding experience, full of novel and original ideas and directorial quirks, although it my be a little too brutal and sadistic for its own sake.
0	I saw this a couple of nights back, not expecting too much and unsurprisingly it didn't deliver anything too exciting. The plot set up of a crew of vampire hunters (V-San, for vampire sanitation), going around in their spaceship periodically killing space vamps and rescuing people, is quite sound and had the film been handled better it might well have been something quite ace. Unfortunately after a fairly decent opening the sense of actual quality starts to drain away from the film, leaving something behind that, though vacantly watchable, is quite laughably bad. I don't expect anything too special from these films that pop up on the Sci Fi Channel and at least this wasn't one of their creature features with an atrocious cgi beast shambling about, but it was still pretty bad, mostly due to the writing and acting, but with a sterling contribution to the overall badness made by the horrible music. When the film opted just for a typical science fiction sounding weird noises approach to the soundtrack it did OK, but all too often hilariously bad soft rock intruded and pitched scenes into silliness. I would have tolerated the general cheesy acting and writing more were it not for the choice of music, which was a serious miscalculation, turning things from cheesy to lamely comical. Of the acting, Dominic Zamprogna was OK but bland as the nominal hero, whilst Leanne Adachi was pretty irritating as the tough girl of the vamp busting team and Aaron Pearl played another member who wasn't well written or interesting enough to make an impression. Though she didn't seem that good at the acting lark Natassia Malte did well through having a less irritating character than the others, and the fact that she is seriously nice to look at. The only serious name in the cast is Michael Ironside and he is underused though he does nicely, pretty amusing in a manner one suspects was intentional. He seems to have fun and earn his paycheck and his role is entertaining. The effects are OK on the whole, they are at least of the standards of the average science fiction TV show, and there are also a few scenes of blood splatter and a bit of fun gore as well. Things move along nicely, and I almost feel harsh rating this film badly, but then I remember bursting into laughter at regular intervals and realising that unless the film is an intentional comedy, which I don't think it is, then it simply doesn't succeed. Too much is lame, daft, unconvincing, its an OK effort I guess but it didn't appeal to me. Only give it a go if you really dig Sci Fi trash or unintended chuckles I'd say.
1	I've never seen many online movies in most of my life, but if I'd pick any of them, I'd pick Spatula Madness, A clever reference to most movies like star trooper (etc.), using a camera, and wits of steel, Jason Steele mastered the art of turning a normal image into a painting, and then putting it all together with frame-by-frame animation to get a world inhabited by spatulas. the story begins at the middle, hows that for directors delight? then the middle is at the beginning, and so on, when I first watched it, I expected a soggy pixely look, but Jason, Like me, Loves looks, so took every detail to the max. although I don't recommend it for children, or would anybody besides me like it, but please search it up on the net (its a short film, look up film cow), its style reminds me of south park, but less violent. 10 for the look, 6 for the laughs, and 6 for the story, it all comes to a 10/10, good work<br /><br />Jason Steele, I'm anxious to see the movie.
1	Hello. This movie is.......well.......okay. Just kidding! ITS AWESOME! It's NOT a Block Buster smash hit. It's not meant to be. But its a big hit in my world. And my sisters. We are rockin' Rollers. GO RAMONES!!!! This is a great movie.............. For ME!
1	Before we begin, I have a fear of dentists. This movie gives me the creeps and even makes me cringe. That is what I love about this film. The movie is kind of boring. For that, I take 3 stars off!<br /><br />*Spoiler Alert*<br /><br />The movie revolves around Dr. Alan Feinstone who has just found out his wife has been cheating on him. Soon, he begins to have hallucinations and begins torturing his patients, killing co-workers, and he has even tortured his wife to death and killed the man he was having an affair with.<br /><br />*End Spoiler* <br /><br />The movie is very bloody and gory. I would recommend it if you are into gore.<br /><br />I give this film 7 stars out of 10. Dr. Alan Feinstein Is Not Your Normal Everyday Dentist!
1	An independent feature can now be seen as both a work of film art and a video resume. Enter Broken, and aggressively promoted, twenty minute short with style and enthusiams to spare. But is it any good as a film, or does it only work as a demo piece? Ah, there in lies the rub.<br /><br />Broken is the story of Bonnie Clayton who is abducted after awakening from a reoccurring nightmare one night by "a sadistic stranger and his colorful entourage" (quote from the video box). As she's held captive, it becomes obvious that her abductors know things about her that even she didn't know about herself. While they question her, a black-clad soldier guns his way into their hideout in an attempt to rescue her. Mayhem ensues.<br /><br />Fortunately for us, director Alex Ferrari seems to know what he's doing, or at least he's very good at faking it. Broken does not suffer from any lack of visual flair, which is especially commendable considering its budget and the inexperience of all involved. What it does suffer from is weak and kind of derivative writing. Think Long Kiss Goodnight meets The Matrix, written ten minutes after reading Fight Club. The good news for Ferrari and producer/writer Jorge Rodriguez is that the story elements are easily ignored for the oodles of eye candy on display. Does the plot really matter that much in a twenty minute short meant to show off the technical skills of its creators? No, not really.<br /><br />Though it would be unfair of me to overlook any negative aspects in light of the films budget and length. Broken is no genre classic. The biggest problem was that it actually would have worked better as a full-length feature. The final "twist" doesn't get enough build up time to be shocking. If Ferrari were allowed the time to slow burn the feature as needed, plot elements would seem less random, and the film more complete. Here's to knowing he's getting the chance.<br /><br />Audio Broken's Dolby Digital 5.1 presentation is second to none in the indie world. I've never heard such aggressive surround from such a small feature. The Matrix inspired soundtrack is very rich and deep, gunshots have punch, and even the dialogue gets in on the surround effects. Of everything presented on this disc, it is the audio that speaks the praise for modern independent DVD production. Also included is an equally impressive Dolby 2.0 surround track, which is the menu default.<br /><br />Extras There are literally hours of making of features to be found on this disc. There are so many extras, in fact, that I find it unrealistic to list and describe each of them here, while still expecting my readers to continue reading. Whatever shortcomings the actual short may have, the DVD is unprecedented in its informational resources. People who enjoyed the film can learn all there is to know about its production, including everything from the conceptual art to the promotional campaign. Those with plans to make an indie film of their own can learn just about everything they need to know from these features.<br /><br />The extras are broken down into categorical menus. These include: pre-production, production, post-production, after the short, and cast and crew bios. From a critical standpoint, I found that some of the sections were quite short. Had they been edited into one featurette per menu option, they would've been less frustrating to navigate, as the curser defaults to the top selection with every return to the main section menu. This is, of course, just nitpicking, but perhaps for future DVD releases the filmmakers will take my advice to heart.<br /><br />It has six audio commentaries and hours of interview footage and talented people, and despite the consonant salesmanship, their true colours do shine through.<br /><br />The willingness to share their film-making secrets with anyone who picks up this DVD is quite generous. From the extras I learned what editing and effects software is most reliable and effective, what brand of camera creates the most professional look for the lowest price, even where to get cheap air soft weaponry. On top of this, I was given several alternate options, in case I found myself unable to locate any products used on this particular production. Wannabe filmmakers unwilling to read a book on the subject would do well to watch this DVD.<br /><br />Overall I've scored the actual short as a 6 out of 10, but wish there was an option for feature length potential and effort, because I'd have scored it an 8 or 9 in these fields. I recommend the DVD for its features and as a perfect example of what can be done with a mere eight thousand American dollars. Those who purchase the DVD can think of themselves as ghost producers for a larger project, as the more attention these guys get, the more funding the feature-length version will get.
1	Deliverance is a stunning thriller, every bit as exciting as any good thriller should aspire to be but also stomach-churningly frightening. Though it is not a horror movie, it is just as terrifying as any classic horror film. The very thought of being a normal red-blooded male enjoying an adventure weekend miles from any form of civilisation, only to be captured and sodomised by a couple of violent hillbillies, is surely the worst nightmare of 99.9% of the world's population. It would have been easy for Deliverance to slip into exploitation territory, but John Boorman has cleverly avoided the temptation to go down such a route and has made a film that explores, questions and challenges the very meaning of masculinity. With so many films, you come away wishing to heaven that you could step into the hero's shoes, performing heroic deeds and saving the day and getting the girl.... but with Deliverance, you come away praying to God that you'll never have to experience what these four protagonists go through.<br /><br />Four city guys - Ed (Jon Voight), Lewis (Burt Reynolds), Drew (Ronny Cox) and Bobby (Ned Beatty) - head out into the wilderness to spend a few days canoing down a soon-to-be-dammed river. The guys are riding the rapids in pairs, and Ed and Bobby inadvertently get a little too far ahead of the others so they pull in to the riverside and await their pals in the adjacent woodland. Here, they fall foul of two local woodlanders (Bill McKinney and Herbert Coward), who tie Ed to a tree, while one of them strips and rapes Bobby instructing him, perversely, to "squeal like a pig". Lewis and Drew arrive unseen and Lewis, being a fair archer, kills the rapist while the other hillbilly beats a hasty retreat into the forest. Under great emotional stress, the four canoeists decide to conceal the event and get out of the area. But they find the river increasingly dangerous to negotiate as they journey downstream, and the risk to their lives heightens when the surviving hillbilly returns to take shots at them with his rifle from some unseen vantage point in the rocky cliffs beside the river.<br /><br />Deliverance is very powerful as a survival tale, but even more powerful (and disturbing) as a study of macho attitudes being torn apart and left in humiliated tatters. Though all the performances are remarkable, one must take particular note of Beatty's efforts in a role that many actors would've turned down. The film is very similar thematically to the 1971 film Straw Dogs - both films deal with terrifying sexual violence in isolated locales, and in both the eventual violent revenge exacted by the victim does not result in any sense of satisfaction. The backdrop of the rugged countryside in Deliverance is beautiful to look at, but it also adds to the tension by placing the four canoeists in a setting where they are at the mercy of the hillbillies and the landscape, with nobody to rely on other than themselves. This truly is suspenseful film-making at its finest.
0	That reviewers liked this movie surprises me. The plot is a muddle. The characters are wooden. Michael Bowen spends most of the film spying on the other characters and misjudging all of them. No one has any redeeming quality or point-of-interest. This is not an edgy work. It is not imaginative. It is not ironic. It is no clever. There is nothing straight forward about this tedious work. That is missed theatrical release is not surprise. That the "This Network" airs it diminishes that venue. I definitely recommend turning to a rerun of the Garden Smart show on PBS or even a good informational if you encountered this mess on late night television. If you encounter it on daytime television, take a long walk. Even if you walk in smog, you will feel better not having suffered through this shambles. Life is short. This movie is long.
1	I really liked this movie...it was cute. I enjoyed it, but if you didn't, that is your fault. Emma Roberts played a good Nancy Drew, even though she isn't quite like the books. The old fashion outfits are weird when you see them in modern times, but she looks good on them. To me, the rich girls didn't have outfits that made them look rich. I mean, it looks like they got all the clothes -blindfolded- at a garage sale and just decided to put it on all together. All of the outfits were tacky, especially when they wore the penny loafers with their regular outfits. I do not want to make the movie look bad, because it definitely wasn't! Just go to the theater and watch it!!! You will enjoy it!
0	"People I Know" is a clunker with no one to root for and no one to care about -- despite the game efforts of a talented cast.<br /><br />Pacino delivers his usual tour de force as Eli Wurman, a past-his-prime publicity agent hollowed out by a lifetime of moral corruption. But unlike Michael Corleone, it's impossible to have an emotional investment in this character, his dilemma, or his fate.<br /><br />The film traces Eli's preparations for a benefit for a liberal political cause, while distracted by a client's (Ryan O'Neal, good in an underwritten part) latest "dirty laundry" -- in this case, a TV actress companion who's gotten involved with the wrong people. Tea Leoni brings her customary star power to this supporting role, although again, the script doesn't give her much to work with. As Eli's sister-in-law, Kim Basinger manages to evoke sympathy despite implausible plot mechanics.<br /><br />This movie is strictly for those who like watching Pacino strut his stuff, and enjoy the other principals. Unfortunately, between the script and direction, "People I Know" is strictly amateurish. Hence its limited theatrical release, and speedy journey to DVD. Consider yourself warned.
1	I can see why this film was Oscar-nominated for Best Live Action Short, as it was constructed masterfully. Even if you don't particularly like the Blues (though to me, this sounded much more like jazz), you can easily appreciate this film. It is simply very well made, though for the life of me, I can't see why director Gjon Mili only got to direct one film--this one. In other words, the film is nominated and yet the director didn't get any sort of career boost. As for the black performers, I could understand this not causing their careers to shift into high gear, as unfortunately most of white society have indifference (or worse) for blacks or "that kind of music".<br /><br />If you do watch this film, if you aren't particularly enjoying the earlier portion, skip ahead to about the 5:50 mark--where it picks up considerably. When the lady stopped singing and the performers began to improvise, the pace improved quite a bit.
0	This is a film of immense appeal to a relatively well-defined group (of which I am not a part). I went to a preview of this movie not knowing what to expect - I ultimately found it disappointing. The history of a dreadfully dysfunctional (oftentimes downright "twisted") Hungarian Jewish family is not my cup of tea. An epic saga like this should really provide its viewers with something more in the end. Ultimately, pictures such as this are about the human condition - this picture cast almost no new light on any of its more meaningful facets.
1	I have zero interest rap and in ghetto culture, i'm white and like classic rock, however, that did not stop me from appreciating this fantastic comedy. Its pretty much a sequel of This Is Spinal Tap in the sense that it is the same movie, just about rap instead or rock. Yet it's hilarious. There are many funny jokes but not without a few jokes that just fall flat. The characters are all very funny and believable. I watched just because it made me laugh at 3 a.m., and any movie that can do that warrants at least a test screening. One of the reasons why this movies was so funny was that it makes fun of rap from a different. Rap today is concerned with the wrong things and get by with studio noise and little talent. This movie comes from a time where rappers deserved more credit. Overall, it's a funny movie with many jokes about racism, sex and music culture among the more obvious themes of humor. This is highly recommend for any fan of This is Spinal Tap. They are essentially the same movie, just about different worlds, and yes, the same jokes work in both movies.
